1.127862586517884180e+00,0.000000000000000000e+00,1.403728299855211969e-01,3.399999999999999911e+00
1.122854824163472598e+00,0.000000000000000000e+00,1.643052051571841921e-01,3.409999999999999698e+00
1.118514101703303787e+00,0.000000000000000000e+00,1.849218405723022374e-01,3.419999999999999485e+00
1.114650422050363465e+00,0.000000000000000000e+00,2.032211727663059131e-01,3.429999999999999272e+00
1.111152437770307921e+00,0.000000000000000000e+00,2.197810120435000625e-01,3.439999999999999059e+00
1.107947632666344440e+00,0.000000000000000000e+00,2.349727642196982602e-01,3.449999999999998845e+00
1.104985328179280302e+00,0.000000000000000000e+00,2.490525661316153605e-01,3.459999999999998632e+00
1.102228269782318471e+00,0.000000000000000000e+00,2.622062363499981785e-01,3.469999999999998419e+00
1.099648013603711227e+00,0.000000000000000000e+00,2.745738184213675215e-01,3.479999999999998206e+00
1.097222193785974298e+00,0.000000000000000000e+00,2.862640482867918057e-01,3.489999999999997993e+00
1.094932805740837400e+00,0.000000000000000000e+00,2.973633953687166986e-01,3.499999999999997780e+00
1.092765075583372880e+00,0.000000000000000000e+00,3.079419828460893127e-01,3.509999999999997566e+00
1.090706686171341033e+00,0.000000000000000000e+00,3.180576161252390288e-01,3.519999999999997353e+00
1.088747230167793845e+00,0.000000000000000000e+00,3.277586117588276449e-01,3.529999999999997140e+00
1.086877812791407383e+00,0.000000000000000000e+00,3.370858387271810641e-01,3.539999999999996927e+00
1.085090756561753134e+00,0.000000000000000000e+00,3.460742254719479383e-01,3.549999999999996714e+00
1.083379377398039800e+00,0.000000000000000000e+00,3.547538949495121496e-01,3.559999999999996501e+00
1.081737811828189288e+00,0.000000000000000000e+00,3.631510345537045659e-01,3.569999999999996287e+00
1.080160881570743303e+00,0.000000000000000000e+00,3.712885731630933828e-01,3.579999999999996074e+00
1.078643985947160377e+00,0.000000000000000000e+00,3.791867153166134097e-01,3.589999999999995861e+00
1.077183015357606743e+00,0.000000000000000000e+00,3.868633678389051811e-01,3.599999999999995648e+00
1.075774280932078275e+00,0.000000000000000000e+00,3.943344843267339028e-01,3.609999999999995435e+00
1.074414456766672243e+00,0.000000000000000000e+00,4.016143460819405764e-01,3.619999999999995222e+00
1.073100532068312019e+00,0.000000000000000000e+00,4.087157932877837907e-01,3.629999999999995008e+00
1.071829771184930946e+00,0.000000000000000000e+00,4.156504168098221208e-01,3.639999999999994795e+00
1.070599679973043949e+00,0.000000000000000000e+00,4.224287185296611846e-01,3.649999999999994582e+00
1.069407977304613233e+00,0.000000000000000000e+00,4.290602463039566716e-01,3.659999999999994369e+00
1.068252570776147437e+00,0.000000000000000000e+00,4.355537082916706715e-01,3.669999999999994156e+00
1.067131535880162074e+00,0.000000000000000000e+00,4.419170703768117714e-01,3.679999999999993943e+00
1.066043098049556104e+00,0.000000000000000000e+00,4.481576396422741193e-01,3.689999999999993729e+00
1.064985617101435134e+00,0.000000000000000000e+00,4.542821362575250044e-01,3.699999999999993516e+00
1.063957573697164927e+00,0.000000000000000000e+00,4.602967556834380303e-01,3.709999999999993303e+00
1.062957557506265971e+00,0.000000000000000000e+00,4.662072227385087309e-01,3.719999999999993090e+00
1.061984256817796624e+00,0.000000000000000000e+00,4.720188387875770553e-01,3.729999999999992877e+00
1.061036449387545488e+00,0.000000000000000000e+00,4.777365230896253312e-01,3.739999999999992664e+00
1.060112994345241644e+00,0.000000000000000000e+00,4.833648491613177223e-01,3.749999999999992450e+00
1.059212825014960169e+00,0.000000000000000000e+00,4.889080768685469258e-01,3.759999999999992237e+00
1.058334942525482880e+00,0.000000000000000000e+00,4.943701808409875498e-01,3.769999999999992024e+00
1.057478410106688305e+00,0.000000000000000000e+00,4.997548757091536120e-01,3.779999999999991811e+00
1.056642347983858254e+00,0.000000000000000000e+00,5.050656385855194497e-01,3.789999999999991598e+00
1.055825928794975610e+00,0.000000000000000000e+00,5.103057291465228351e-01,3.799999999999991385e+00
1.055028373466935676e+00,0.000000000000000000e+00,5.154782076193332729e-01,3.809999999999991172e+00
1.054248947493523714e+00,0.000000000000000000e+00,5.205859509472692270e-01,3.819999999999990958e+00
1.053486957581149852e+00,0.000000000000000000e+00,5.256316672681785596e-01,3.829999999999990745e+00
1.052741748588086779e+00,0.000000000000000000e+00,5.306179091177944951e-01,3.839999999999990532e+00
1.052012700766411513e+00,0.000000000000000000e+00,5.355470852284236472e-01,3.849999999999990319e+00
1.051299227242233458e+00,0.000000000000000000e+00,5.404214712874645388e-01,3.859999999999990106e+00
1.050600771720814786e+00,0.000000000000000000e+00,5.452432196911696227e-01,3.869999999999989893e+00
1.049916806390786661e+00,0.000000000000000000e+00,5.500143684168852243e-01,3.879999999999989679e+00
