8.309074641782335791e-01,0.000000000000000000e+00,5.269588601036361009e-02,2.700000000000000178e+00
8.282932848533783865e-01,0.000000000000000000e+00,7.726970886759702839e-02,2.709999999999999964e+00
8.264466023021881380e-01,0.000000000000000000e+00,9.528613785862079244e-02,2.719999999999999751e+00
8.249728486773583169e-01,0.000000000000000000e+00,1.100655238150738680e-01,2.729999999999999538e+00
8.237297121106378350e-01,0.000000000000000000e+00,1.228094264990053225e-01,2.739999999999999325e+00
8.226464706074642086e-01,0.000000000000000000e+00,1.341170898571680814e-01,2.749999999999999112e+00
8.216818842902140485e-01,0.000000000000000000e+00,1.443393100150591746e-01,2.759999999999998899e+00
8.208094192530291933e-01,0.000000000000000000e+00,1.537027506493917617e-01,2.769999999999998685e+00
8.200108173087140573e-01,0.000000000000000000e+00,1.623641016430513728e-01,2.779999999999998472e+00
8.192728846243167995e-01,0.000000000000000000e+00,1.704371564072808543e-01,2.789999999999998259e+00
8.185857247564541916e-01,0.000000000000000000e+00,1.780077266197730435e-01,2.799999999999998046e+00
8.179416932139045304e-01,0.000000000000000000e+00,1.851424768138799637e-01,2.809999999999997833e+00
8.173347431637661975e-01,0.000000000000000000e+00,1.918944597656969397e-01,2.819999999999997620e+00
8.167599971789875068e-01,0.000000000000000000e+00,1.983067431878146047e-01,2.829999999999997407e+00
8.162134556444371469e-01,0.000000000000000000e+00,2.044148835235598261e-01,2.839999999999997193e+00
8.156917932788871894e-01,0.000000000000000000e+00,2.102486517569376323e-01,2.849999999999996980e+00
8.151922116097015669e-01,0.000000000000000000e+00,2.158332890870361953e-01,2.859999999999996767e+00
8.147123311028900972e-01,0.000000000000000000e+00,2.211904242352015770e-01,2.869999999999996554e+00
8.142501098693050166e-01,0.000000000000000000e+00,2.263387664294810031e-01,2.879999999999996341e+00
8.138037815720509105e-01,0.000000000000000000e+00,2.312946353593118565e-01,2.889999999999996128e+00
8.133718073684867989e-01,0.000000000000000000e+00,2.360723716158161789e-01,2.899999999999995914e+00
8.129528378829609103e-01,0.000000000000000000e+00,2.406846625050017563e-01,2.909999999999995701e+00
8.125456831473422126e-01,0.000000000000000000e+00,2.451427994208104089e-01,2.919999999999995488e+00
8.121492882941430125e-01,0.000000000000000000e+00,2.494568865507276745e-01,2.929999999999995275e+00
8.117627138107171847e-01,0.000000000000000000e+00,2.536360106344336951e-01,2.939999999999995062e+00
8.113851193347593194e-01,0.000000000000000000e+00,2.576883805049324794e-01,2.949999999999994849e+00
8.110157502445578537e-01,0.000000000000000000e+00,2.616214427588874902e-01,2.959999999999994635e+00
8.106539264766904340e-01,0.000000000000000000e+00,2.654419783827298707e-01,2.969999999999994422e+00
8.102990331351598297e-01,0.000000000000000000e+00,2.691561840466470956e-01,2.979999999999994209e+00
8.099505125534169903e-01,0.000000000000000000e+00,2.727697409510605464e-01,2.989999999999993996e+00
8.096078575438547809e-01,0.000000000000000000e+00,2.762878734887365129e-01,2.999999999999993783e+00
8.092706056248449853e-01,0.000000000000000000e+00,2.797153995139100569e-01,3.009999999999993570e+00
8.089383340579022752e-01,0.000000000000000000e+00,2.830567736481034991e-01,3.019999999999993356e+00
8.086106555604385404e-01,0.000000000000000000e+00,2.863161247724739789e-01,3.029999999999993143e+00
8.082872145852085799e-01,0.000000000000000000e+00,2.894972886380829946e-01,3.039999999999992930e+00
8.079676840777131330e-01,0.000000000000000000e+00,2.926038363536709874e-01,3.049999999999992717e+00
8.076517626387935689e-01,0.000000000000000000e+00,2.956390993742766260e-01,3.059999999999992504e+00
8.073391720324001319e-01,0.000000000000000000e+00,2.986061915052970472e-01,3.069999999999992291e+00
8.070296549887391313e-01,0.000000000000000000e+00,3.015080283492291846e-01,3.079999999999992077e+00
8.067229732612903881e-01,0.000000000000000000e+00,3.043473445516041709e-01,3.089999999999991864e+00
8.064189059028973317e-01,0.000000000000000000e+00,3.071267091451592712e-01,3.099999999999991651e+00
8.061172477316373985e-01,0.000000000000000000e+00,3.098485392442582587e-01,3.109999999999991438e+00
8.058178079616953315e-01,0.000000000000000000e+00,3.125151123028718780e-01,3.119999999999991225e+00
8.055204089781985433e-01,0.000000000000000000e+00,3.151285771174502370e-01,3.129999999999991012e+00
8.052248852380662347e-01,0.000000000000000000e+00,3.176909637294840216e-01,3.139999999999990798e+00
8.049310822815120003e-01,0.000000000000000000e+00,3.202041923603583529e-01,3.149999999999990585e+00
8.046388558410015879e-01,0.000000000000000000e+00,3.226700814925469452e-01,3.159999999999990372e+00
8.043480710362838071e-01,0.000000000000000000e+00,3.250903551955919291e-01,3.169999999999990159e+00
8.040586016456543472e-01,0.000000000000000000e+00,3.274666497820635791e-01,3.179999999999989946e+00
8.037703294449058955e-01,0.000000000000000000e+00,3.298005198675480476e-01,3.189999999999989733e+00
8.034831436065321686e-01,0.000000000000000000e+00,3.320934438991636761e-01,3.199999999999989519e+00
8.031969401526899421e-01,0.000000000000000000e+00,3.343468292089772920e-01,3.209999999999989306e+00
8.029116214562405096e-01,0.000000000000000000e+00,3.365620166417094272e-01,3.219999999999989093e+00
8.026270957848821164e-01,0.000000000000000000e+00,3.387402848001337397e-01,3.229999999999988880e+00
8.023432768839777740e-01,0.000000000000000000e+00,3.408828539464464069e-01,3.239999999999988667e+00
8.020600835942139906e-01,0.000000000000000000e+00,3.429908895933181934e-01,3.249999999999988454e+00
