2.079867816878253894e-01,-6.217511653545588525e-04,-4.705530886326555718e-33,-1.172094878598884705e-02,1.005746310796347825e-01,1.147377679574847871e-33,4.272389344097179631e+00
2.153903003084474688e-01,3.913793500006335318e-04,-2.131563311124526108e-65,-7.988038215890377880e-03,1.009369755412605069e-01,3.371235405251679875e-66,4.362661365594574292e+00
2.200528546492714899e-01,1.104956733806322384e-03,-1.842375521275394714e-98,-5.334477575846620183e-03,1.009789435754598896e-01,2.661632118237082708e-99,4.454780507597390304e+00
2.227013562918117584e-01,1.605700904612305038e-03,-2.972258746073034218e-132,-3.430682098206409587e-03,1.007434651435057116e-01,2.314342599347792231e-133,4.549418718780576576e+00
2.238275377831135948e-01,1.957379365942102552e-03,-1.517858071310425007e-166,-2.036749645468060536e-03,1.002494546123117586e-01,1.736039331875224229e-167,4.647558920140662408e+00
2.237245834247847953e-01,2.203520171078866396e-03,-3.241856211603520924e-200,-9.879935498928891970e-04,9.949261523336913604e-02,3.280352871344555115e-200,4.750433873767611281e+00
2.225407321158506257e-01,2.372030692060584419e-03,1.538719516665615706e-234,-1.769029295988183269e-04,9.845222339040932136e-02,-1.347158195300577289e-235,4.859398660423996041e+00
2.203327422344999453e-01,2.479887185332987735e-03,2.534564483169164892e-268,4.634588922693057842e-04,9.710021963369622200e-02,4.659149708670110954e-269,4.975774461057540066e+00
2.171113595864065382e-01,2.537051383089894679e-03,-2.030826314797990976e-306,9.726191510442490275e-04,9.541029136171638725e-02,1.793394797319980029e-306,5.100685786960363899e+00
2.128790501224497311e-01,2.549531006670059316e-03,2.232899674472227294e-25,1.372620757314195906e-03,9.336643791533849601e-02,-8.714051305225314737e-26,5.234888056503871567e+00
2.076635464944633080e-01,2.521754085681744001e-03,-1.467355000239544707e-60,1.675497862771508717e-03,9.097159141679332650e-02,2.785834176170915582e-60,5.378566686839654665e+00
2.015494524815901189e-01,2.458398360007292300e-03,-4.151208102200253872e-97,1.888978694694893332e-03,8.825656130426429158e-02,3.847414988297465394e-97,5.531105895765711544e+00
1.947035190089401735e-01,2.365633234925429602e-03,5.221839745207643272e-132,2.020746022343060475e-03,8.528717985921259459e-02,-1.935856880815491775e-133,5.690898287111172849e+00
1.873797092514863094e-01,2.251501165770934242e-03,1.486695289585417195e-167,2.081089756083651793e-03,8.216400964313648470e-02,4.714899878982384121e-167,5.855367473184122318e+00
1.798894459189616657e-01,2.125190903347369455e-03,6.812267672973644971e-200,2.083475903888804513e-03,7.900897324033757940e-02,2.780345013313983845e-201,6.021371656675766459e+00
1.725410447851861151e-01,1.995473951467236374e-03,-8.961423169255154511e-240,2.043043419011393320e-03,7.594073607095458422e-02,7.735617347437580055e-240,6.185934071545815982e+00
1.655758454522512357e-01,1.869146420848127313e-03,7.082958818369672278e-279,1.974100216295313591e-03,7.304967519353755545e-02,-5.201804897979436422e-280,6.346982877178193760e+00
1.591295482611236323e-01,1.750225682703467111e-03,6.279574358642243576e-321,1.888077956354512884e-03,7.038326584298998378e-02,4.261746032492633328e-318,6.503786728382745963e+00
1.532273969391779456e-01,1.640033616926455176e-03,2.089736746503101721e-42,1.792702512750721624e-03,6.794483853662422468e-02,9.865016347530016246e-43,6.657004296862288228e+00
1.478051508031341943e-01,1.537853882373534532e-03,5.455859662159082366e-73,1.692258279607623383e-03,6.570235204726071476e-02,2.406975838494731932e-73,6.808442507908760710e+00
1.427448041032274295e-01,1.441821137824809322e-03,1.853949054047407283e-103,1.588481622668362278e-03,6.360291339657772602e-02,8.528797800269847244e-104,6.960627355155375007e+00
1.379182466577449362e-01,1.349855579413069672e-03,1.865358641774779436e-139,1.481710926343206801e-03,6.159053981989791315e-02,-1.858218686844410005e-140,7.116219857236488977e+00
1.332345048069293048e-01,1.260554828622715033e-03,7.962830146834488617e-181,1.372098193017906977e-03,5.962555345122701189e-02,4.027715503450403522e-182,7.277272987334137966e+00
1.286823422304601838e-01,1.173915813266870932e-03,-4.045313263446305925e-222,1.260743784797914522e-03,5.770228270861381403e-02,-2.242814580874006759e-222,7.444392822117548825e+00
1.243502762689560615e-01,1.091618727216824231e-03,-2.729841605088080244e-254,1.150484525535743190e-03,5.585761126565443047e-02,2.960932387288151537e-256,7.616073448077433028e+00
1.204012856314567309e-01,1.016553052543123399e-03,-6.003603830388297138e-31,1.045864194553086180e-03,5.416076895069238395e-02,3.064029345052314128e-31,7.788719884120020254e+00
1.170001828214574241e-01,9.516053119556702874e-04,-7.563793433802948045e-49,9.519858423559067343e-04,5.268309949355626937e-02,-3.412709564743895794e-50,7.957768737142955295e+00
