1.342375968879066406e+00,-5.475089241920034766e-01,9.814068433431876182e-01,8.175853896251262798e-01,7.151712768974275436e-01,5.034646650919816224e-01,1.925172667825657769e+00
1.384757250617657531e+00,-5.584307221285108591e-01,9.516339526099737434e-01,8.206387842378326525e-01,7.137029052222014780e-01,5.095176440079112190e-01,1.944408755947877987e+00
1.429056033528514069e+00,-5.669516434077135347e-01,9.159899525098936790e-01,8.228868952157541994e-01,7.128549549836779020e-01,5.154526153095692065e-01,1.964084180712909244e+00
1.475822273573970778e+00,-5.729772569552561423e-01,8.736635071424737609e-01,8.243140195782606705e-01,7.126344462118547884e-01,5.212022318886325722e-01,1.984319796351121878e+00
1.525592649294854830e+00,-5.763883196091816874e-01,8.238048784075144848e-01,8.248884594173627738e-01,7.130592766712491315e-01,5.266609425906414454e-01,2.005272685422493595e+00
1.578812409958511465e+00,-5.770749461660417134e-01,7.656884490573793167e-01,8.245648638589911927e-01,7.141605442488503375e-01,5.316728140475870390e-01,2.027147477329920733e+00
1.635632789509769758e+00,-5.750209326557472744e-01,6.991248239211584892e-01,8.232931534918978000e-01,7.159845887343421200e-01,5.360201181828240236e-01,2.050205261563046388e+00
1.695431201105757513e+00,-5.705023873466700257e-01,6.254271493923648784e-01,8.210469241050526445e-01,7.185894006440142201e-01,5.394243639733558027e-01,2.074750142408395615e+00
1.755818230645018962e+00,-5.645037989274748202e-01,5.493865733898476433e-01,8.179014550200978118e-01,7.220158888641908801e-01,5.415938318068933555e-01,2.101027942696823025e+00
1.811277651418730095e+00,-5.593112955184653678e-01,4.818998309674665803e-01,8.141956913452607081e-01,7.261881160922324385e-01,5.423774657103452856e-01,2.128900600855033076e+00
1.853697454152462232e+00,-5.583798182002378541e-01,4.386844155628892294e-01,8.106642261069555433e-01,7.307401891682261397e-01,5.419863941302459631e-01,2.157338825100118207e+00
1.878020029337631902e+00,-5.640747657727259723e-01,4.289979920330621588e-01,8.081247075207709241e-01,7.350458819586515036e-01,5.409236590719210813e-01,2.184610257658542665e+00
1.886804244746727921e+00,-5.756815826039763939e-01,4.471842695737356377e-01,8.068657163041901281e-01,7.386444568749661599e-01,5.395507048947811857e-01,2.209568031669125077e+00
1.886241378453932249e+00,-5.908802540067596976e-01,4.810401563814930004e-01,8.066454517359157306e-01,7.414701655888115139e-01,5.379559502939308402e-01,2.232187530330396630e+00
1.881334943853523400e+00,-6.077144017134805676e-01,5.211214509558647068e-01,8.070926069807558001e-01,7.436743999138276662e-01,5.361313203940019090e-01,2.252970361423045631e+00
1.874996143442336338e+00,-6.250212551663735239e-01,5.621887450829243793e-01,8.079121129011541669e-01,7.454418691101357686e-01,5.340748703192591540e-01,2.272441793018765477e+00
1.868709674251187502e+00,-6.421991092494901965e-01,6.017463205911927071e-01,8.089076281173630534e-01,7.469250773062507953e-01,5.318017407884184644e-01,2.291005379638225925e+00
1.863176389126115051e+00,-6.589614201943371219e-01,6.387485961136067925e-01,8.099553550795253187e-01,7.482366355719589635e-01,5.293342630666704185e-01,2.308945092945197786e+00
1.858693558743435670e+00,-6.751872321032058588e-01,6.728634430280464596e-01,8.109783244746305853e-01,7.494567669417729894e-01,5.266944940679918474e-01,2.326456549899264648e+00
1.855355495302886126e+00,-6.908407948747989913e-01,7.040961336792634917e-01,8.119288486789641990e-01,7.506420544286566132e-01,5.239009444569808771e-01,2.343674811877719311e+00
1.853156827451820199e+00,-7.059294824658042256e-01,7.326025356810066391e-01,8.127775181334715437e-01,7.518323629331342683e-01,5.209677407605460830e-01,2.360694138860565339e+00
