8.653956672840757980e-01,0.000000000000000000e+00,-4.650697081169490321e-01,0.000000000000000000e+00,1.326572657272812317e-01,0.000000000000000000e+00,2.771137343010694032e+00,2.705998601200000131e+00
8.679686117502475318e-01,0.000000000000000000e+00,-4.599780823725426737e-01,0.000000000000000000e+00,1.302468381765636840e-01,0.000000000000000000e+00,2.777013026489048464e+00,2.695998601200000344e+00
8.704357973094821732e-01,0.000000000000000000e+00,-4.550182347766525415e-01,0.000000000000000000e+00,1.279432132216093143e-01,0.000000000000000000e+00,2.782677443541611506e+00,2.685998601200000557e+00
8.728034050420108159e-01,0.000000000000000000e+00,-4.501840578766374557e-01,0.000000000000000000e+00,1.257402683027878387e-01,0.000000000000000000e+00,2.788143056116177743e+00,2.675998601200000770e+00
8.750771315303395026e-01,0.000000000000000000e+00,-4.454698305380476175e-01,0.000000000000000000e+00,1.236323656742295829e-01,0.000000000000000000e+00,2.793421360593442149e+00,2.665998601200000984e+00
8.772622353686960750e-01,0.000000000000000000e+00,-4.408701868312447369e-01,0.000000000000000000e+00,1.216143060264058412e-01,0.000000000000000000e+00,2.798522980488159284e+00,2.655998601200001197e+00
8.793635783736736267e-01,0.000000000000000000e+00,-4.363800879129419164e-01,0.000000000000000000e+00,1.196812874043189229e-01,0.000000000000000000e+00,2.803457748618858325e+00,2.645998601200001410e+00
8.813856621881159814e-01,0.000000000000000000e+00,-4.319947965698046066e-01,0.000000000000000000e+00,1.178288687304040461e-01,0.000000000000000000e+00,2.808234780120621110e+00,2.635998601200001623e+00
8.833326608699918481e-01,0.000000000000000000e+00,-4.277098541299116374e-01,0.000000000000000000e+00,1.160529373407466480e-01,0.000000000000000000e+00,2.812862537476956692e+00,2.625998601200001836e+00
8.852084499706078802e-01,0.000000000000000000e+00,-4.235210594880756685e-01,0.000000000000000000e+00,1.143496800314987849e-01,0.000000000000000000e+00,2.817348888572693610e+00,2.615998601200002049e+00
8.870166325366533044e-01,0.000000000000000000e+00,-4.194244500185328461e-01,0.000000000000000000e+00,1.127155571813357321e-01,0.000000000000000000e+00,2.821701158631799711e+00,2.605998601200002263e+00
8.887605624090679779e-01,0.000000000000000000e+00,-4.154162841775848047e-01,0.000000000000000000e+00,1.111472795778507411e-01,0.000000000000000000e+00,2.825926176781626609e+00,2.595998601200002476e+00
8.904433651405524452e-01,0.000000000000000000e+00,-4.114930256224141325e-01,0.000000000000000000e+00,1.096417876267252178e-01,0.000000000000000000e+00,2.830030317883438062e+00,2.585998601200002689e+00
8.920679568110059243e-01,0.000000000000000000e+00,-4.076513286907917921e-01,0.000000000000000000e+00,1.081962326649484885e-01,0.000000000000000000e+00,2.834019540185001240e+00,2.575998601200002902e+00
