1.127862586517884180e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.403728299855211969e-01,0.000000000000000000e+00,3.158982113527015745e+00,3.399999999999999911e+00
1.122854824163472598e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.643052051571841921e-01,0.000000000000000000e+00,3.154503780222977838e+00,3.409999999999999698e+00
1.118514101703303787e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.849218405723022374e-01,0.000000000000000000e+00,3.150237125773827529e+00,3.419999999999999485e+00
1.114650422050363465e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.032211727663059131e-01,0.000000000000000000e+00,3.146164633166158353e+00,3.429999999999999272e+00
1.111152437770307921e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.197810120435000625e-01,0.000000000000000000e+00,3.142270851675118326e+00,3.439999999999999059e+00
1.107947632666344440e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.349727642196982602e-01,0.000000000000000000e+00,3.138542081871571021e+00,3.449999999999998845e+00
1.104985328179280302e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.490525661316153605e-01,0.000000000000000000e+00,3.134966121855180532e+00,3.459999999999998632e+00
1.102228269782318471e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.622062363499981785e-01,0.000000000000000000e+00,3.131532053649538572e+00,3.469999999999998419e+00
1.099648013603711227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.745738184213675215e-01,0.000000000000000000e+00,3.128230069631283250e+00,3.479999999999998206e+00
1.097222193785974298e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.862640482867918057e-01,0.000000000000000000e+00,3.125051326556118170e+00,3.489999999999997993e+00
1.094932805740837400e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.973633953687166986e-01,0.000000000000000000e+00,3.121987822953987468e+00,3.499999999999997780e+00
1.092765075583372880e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.079419828460893127e-01,0.000000000000000000e+00,3.119032295611782857e+00,3.509999999999997566e+00
1.090706686171341033e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.180576161252390288e-01,0.000000000000000000e+00,3.116178131421118103e+00,3.519999999999997353e+00
1.088747230167793845e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.277586117588276449e-01,0.000000000000000000e+00,3.113419292193075449e+00,3.529999999999997140e+00
